Tweet,Date,User,Location,Source
RT @VigilantFox: Molecular Biologist Dr. Christina Parks reviews the efficacy data of the #COVID19 vaccine trials and reveals the #CovidVac…,2021-11-21 19:17:27+00:00,jock_ripper,,Twitter Web App
#CovidVaccine https://t.co/lWzFzELlI9,2021-11-21 19:17:51+00:00,Damian15456916,,Twitter for Android
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 19:18:02+00:00,konanani_L,SA,Twitter for Android
RT @JestrBob: @TinFoilAwards @FreedomSpartan @mcfunny @BGLTHMND @TeddyFreddy11 @Paulwady @EDalmayne @cappsie @Rosewind2007 @gooner62 @ianfm…,2021-11-21 19:18:23+00:00,lizditz,"San Mateo County, California",Twitter for iPhone
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 19:21:14+00:00,stsilversage,Global,Twitter for iPhone
"RT @MinusNull: „#COVID19: Quebec hebt Impfpflicht für Mitarbeiter des Gesundheitswesens auf“
Widerstand lohnt sich, denn ohne unsere Mitarb…",2021-11-21 19:21:30+00:00,chicorico691,Deutschland,Twitter Web App
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:21:34+00:00,Joyuslyfly,Ontario Canada,Twitter Web App
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:21:56+00:00,OSTF27,,Twitter Web App
"„Nach seinem Bekenntnis in der Kleinen Zeitung, noch immer nicht gegen #Corona geimpft zu sein, muss Spitälerchef K… https://t.co/kxA6UIbMxv",2021-11-21 19:22:24+00:00,MinusNull,,Twitter for iPhone
"Get the shot. Please. 

#COVID19 #CovidVaccine",2021-11-21 19:22:38+00:00,lounovak,Detroit MI,Tweetbot for iΟS
Fakt to funguje?,2021-11-21 19:22:52+00:00,PernikJan,,Twitter for Android
RT @Tomasso81290948: @DrJohnB2 Any thoughts about Covaxin vaccin? #Covaxin #CovidVaccine,2021-11-21 19:23:25+00:00,JoeYoder20,,Twitter for iPhone
@Drwealth54 @shafron8_nomad @US_FDA @CDCgov A simple truth we need to understand: These are NOT #CovidVaccine boost… https://t.co/QWhht793fW,2021-11-21 19:23:30+00:00,FUNinoCA,"California, USA",Twitter for iPhone
RT @GaelleMogli: GLOBAL #vaccine ROLLOUT: The countries in red have more than 50% vaccination coverage. Easy to see #Africa is being left o…,2021-11-21 19:23:30+00:00,metaxas_ari,"South Florida, USA",Twitter for iPhone
"@sajidjavid @nadhimzahawi @BorisJohnson 

Not taking the #CovidVaccine makes me 100% safe from possible ‘adverse va… https://t.co/3gVmaeJsxL",2021-11-21 19:24:25+00:00,AaronLeeHudson,East Of England United Kingdom,Twitter for iPhone
RT @DrTessaT: Another neurologic ‘coincidence’...,2021-11-21 19:24:27+00:00,ivory319,"Arizona, USA",Twitter Web App
"Listen to practical thinking. This Doctor has helped ALS patients,underprivileged people etc etc.",2021-11-21 19:25:11+00:00,venzagrey,,Twitter for iPad
RT @FUNinoCA: @Drwealth54 @shafron8_nomad @US_FDA @CDCgov A simple truth we need to understand: These are NOT #CovidVaccine booster shots.…,2021-11-21 19:25:44+00:00,shafron8_nomad,,Twitter for iPad
#CovidVaccine,2021-11-21 19:26:09+00:00,luztotal2,brighteon.social,Twitter Web App
RT @MichiganHHS: We've now reached an important milestone: a 70% first dose vaccination rate for those 16 and up. For those that still need…,2021-11-21 19:26:16+00:00,DelichMarie,,Twitter for Android
"Super 👍 so soll das sein…,",2021-11-21 19:26:38+00:00,GDietz8,,Twitter for iPhone
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:26:52+00:00,RobertaSchell,Earth,Twitter for iPhone
"📢#COVIDIOTS #CovidIsNotOver ‼️

𝐒𝐨 𝐇𝐞𝐫𝐞'𝐬 𝐃𝐚𝐧𝐚 𝐁𝐚𝐬𝐡 , 𝐍𝐨𝐭 𝐒𝐚𝐲𝐢𝐧𝐠 𝐚 𝐒𝐢𝐧𝐠𝐥𝐞 𝐖𝐨𝐫𝐝 𝐧𝐨𝐫 𝐀 𝐏𝐡𝐫𝐚𝐬𝐞 𝐀𝐬 𝐖𝐢𝐧𝐬𝐨𝐦𝐞 𝐒𝐞𝐚𝐫𝐬🗣️𝐒𝐩𝐞𝐰𝐬… https://t.co/DY5IkMJfBG",2021-11-21 19:27:10+00:00,HeathWatchman,North America,Twitter Web App
"„Neue Corona-Studie eindeutig: Geimpfte sind viel ansteckender als angenommen“
Aufgrund solcher Studien ist eine al… https://t.co/Auv3GjqywW",2021-11-21 19:27:19+00:00,MinusNull,,Twitter for iPhone
RT @GaelleMogli: GLOBAL #vaccine ROLLOUT: The countries in red have more than 50% vaccination coverage. Easy to see #Africa is being left o…,2021-11-21 19:27:21+00:00,weecass1888,,Twitter for Android
"""What this new German study shows is:  The higher the vaccination rate, the higher the excess mortality.""… https://t.co/2OZd0OuFYa",2021-11-21 19:27:31+00:00,ixi0310,"England, United Kingdom",Twitter for Android
"Just after all the election campaigns, how convenient 🤔 This virus is really smart 🥴 #Covid_19 #CovidVaccine",2021-11-21 19:27:48+00:00,serge1508,,Twitter for iPhone
RT @AntonyRobart: Whatever one’s perspective is- an insightful thread to read straight from the recommendations from our country’s vaccine…,2021-11-21 19:28:42+00:00,SpencerFernando,"Winnipeg, Manitoba",Twitter for iPhone
Was your hero aware the l morbidity risk from #COVID19 in his age group was lower than the risk from the… https://t.co/0HnfdjZPWT,2021-11-21 19:29:03+00:00,Blairmenachi,"Glasgow, Scotland",Twitter for Android
"Not playing with this virus. 

#Booster shot✅

Get yours so we can get back to normal! #CovidVaccine https://t.co/vXhXV5Dvrl",2021-11-21 19:30:16+00:00,DeeGladney,"Columbia, SC",Twitter for Android
"RT @MinusNull: „Neue Corona-Studie eindeutig: Geimpfte sind viel ansteckender als angenommen“
Aufgrund solcher Studien ist eine allgemeine…",2021-11-21 19:30:35+00:00,T24216,Buchonia/Rhön,Twitter for Android
"@CDCgov quietly announced
#Myocarditis after
#CovidVaccine #VaccineSideEffects https://t.co/dx60LhhHPk",2021-11-21 19:30:42+00:00,CoachTenney,"Southeastern, USA",Twitter for Android
Mkay. #koronarokote #CovidVaccine https://t.co/riiNgQdPan,2021-11-21 19:30:54+00:00,jaoler,Suomi,Twitter for Android
It's very telling when people limit who can reply...,2021-11-21 19:31:13+00:00,JohnDopeCanada,Trudeau/Legault dystopia,Twitter for Android
RT @AntonyRobart: Whatever one’s perspective is- an insightful thread to read straight from the recommendations from our country’s vaccine…,2021-11-21 19:31:43+00:00,LanreAA,,Twitter for Android
RT @VigilantFox: Molecular Biologist Dr. Christina Parks reviews the efficacy data of the #COVID19 vaccine trials and reveals the #CovidVac…,2021-11-21 19:31:53+00:00,awokenloner,,Twitter Web App
"RT @MinusNull: „Neue Corona-Studie eindeutig: Geimpfte sind viel ansteckender als angenommen“
Aufgrund solcher Studien ist eine allgemeine…",2021-11-21 19:31:55+00:00,GDietz8,,Twitter for iPhone
"The Colon Cleanser is a natural effective  solution to constipation.

https://t.co/seCQ5EO9gk  

#itallife #herbal… https://t.co/VUqD3CatJ9",2021-11-21 19:33:14+00:00,Itallifeshop,london,Twitter for Android
#CovidVaccine,2021-11-21 19:34:04+00:00,luztotal2,brighteon.social,Twitter Web App
RT @VigilantFox: Molecular Biologist Dr. Christina Parks reviews the efficacy data of the #COVID19 vaccine trials and reveals the #CovidVac…,2021-11-21 19:34:18+00:00,DavidPu44313945,"Pikeville, KY",Twitter for Android
"RT @AlisVolPropriis: MUST SEE! 
Kyle's vaxxine complication.
https://t.co/HBsfCK2PeW
#VaccineSideEffects
#CovidVaccine #COVID19ireland #Vax…",2021-11-21 19:34:34+00:00,ThingsYouNeed2K,,Retweet Bot McBotson
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 19:35:14+00:00,ZARBoer,"Tampere, Finland",Twitter for iPhone
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 19:35:15+00:00,viralvideovlogs,കേരളം,Naattuvartha
"Wenn #mRNA #Impfungen so schnell und einfach herzustellen sind, wieso gibt es seit über einem Jahr keinen neuen?… https://t.co/BoAhJij5MS",2021-11-21 19:35:22+00:00,Rund_Um_Die_Uhr,,Twitter for Android
#CovidVaccine #CovidVaccine #vaccine https://t.co/03cjXWh2MU,2021-11-21 19:35:24+00:00,susananderton5,,Twitter for iPhone
RT @TaehongChowa: @DrJohnB2 https://t.co/V5D0oTJ1Sh,2021-11-21 19:36:05+00:00,s4r4hc0nn0r,In your head,Twitter for Android
RT @DrTessaT: Another neurologic ‘coincidence’...,2021-11-21 19:36:58+00:00,farflungstarr,,Twitter Web App
"RT @AnuMalaniMD: Michiganders: #Delta trajectory rapid. #COVID hospitalizations soaring across all ages.

We again lead the country 😢 😡.

F…",2021-11-21 19:38:29+00:00,outside_time,"Chicago, IL",Twitter for iPhone
RT @AntonyRobart: Whatever one’s perspective is- an insightful thread to read straight from the recommendations from our country’s vaccine…,2021-11-21 19:38:29+00:00,UnHatethe,Canada,Twitter for iPhone
RT @susananderton5: #CovidVaccine #CovidVaccine #vaccine https://t.co/03cjXWh2MU,2021-11-21 19:38:35+00:00,IbonTheBasque,"Mallorca,your hidden home",Twitter Web App
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:38:58+00:00,jadekeller2,,Twitter Web App
RT @susananderton5: #CovidVaccine #CovidVaccine #vaccine https://t.co/03cjXWh2MU,2021-11-21 19:39:18+00:00,JamesHanna84,Dallas,Twitter for iPhone
"RT @rubin_allergy: One of my patients had a confirmed case of #anaphylaxis to the first dose of an mRNA #COVIDVaccine, but was able to safe…",2021-11-21 19:40:21+00:00,AnnaLustre,"Los Angeles, CA",Twitter for iPhone
"RT @BethlehemAreaSD: #FinishtheFight - Get Your Vaccine - Call 610-865-7083 or go online at https://t.co/JSeRSiAPxz 

#buildingbethlehem #c…",2021-11-21 19:40:32+00:00,ScienceMrA,PA,Tweetbot for iΟS
"RT @jayoung1892: MILLIONS of new jobs, the rolllout of a #CovidVaccine to combat a #GlobalPandemic once and for all, troops FINALLY out of…",2021-11-21 19:40:39+00:00,jayoung1892,"Manchester, CT",Twitter for Android
👍👍👍👌✌👍👍👍,2021-11-21 19:40:43+00:00,MaSCSS10,,Twitter for Android
"RT @DavidEpsteinMD: Great infographic!

#COVID19 #pandemic #thisisourshot #VacunateYa #CovidVaccine #MaskUp #Thanksgiving2021 #Thanksgiving…",2021-11-21 19:41:15+00:00,PedsMamaDoc,"Minneapolis, MN",Twitter for iPhone
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:41:16+00:00,Elise_ekd,"Toronto, Ontario",Twitter for iPhone
Great Work From LHS Biomed!!,2021-11-21 19:41:20+00:00,ScienceMrA,PA,Tweetbot for iΟS
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:41:36+00:00,MeanMrJones,"Purgatory, Ontario",Twitter for Android
Some More Great Work From LHS Biomed!!,2021-11-21 19:41:54+00:00,ScienceMrA,PA,Tweetbot for iΟS
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:42:30+00:00,asuncion_jm,,Twitter for Android
"RT @NYCHealthSystem: Whether you’re celebrating #TestGiving Tuesday or #VaxGiving Wednesday, be festive and stay safe because we have a lot…",2021-11-21 19:42:38+00:00,CUCSnyc,"New York, NY",Twitter for iPhone
"RT @CAMHnews: On Tuesday November 23, @camhEdu is hosting a panel on COVID-19 vaccines for children, sharing facts &amp; information for parent…",2021-11-21 19:42:39+00:00,CiaraCurrah7,,Twitter Web App
@fox32news #BreakingNews #CovidVaccine Ex Jew Nathanael Kapner exposes Fraud poisonous unsafe Vaccine. https://t.co/fTQBe8qrM1,2021-11-21 19:42:50+00:00,ironguardwolf,Northshore Illinois,Twitter Web App
"RT @NYCHealthSystem: Whether you’re celebrating #TestGiving Tuesday or #VaxGiving Wednesday, be festive and stay safe because we have a lot…",2021-11-21 19:43:03+00:00,CUCSnyc,"New York, NY",Twitter for iPhone
RT @VigilantFox: Molecular Biologist Dr. Christina Parks reviews the efficacy data of the #COVID19 vaccine trials and reveals the #CovidVac…,2021-11-21 19:43:19+00:00,PhiRecon,America,Twitter Web App
Se endurecen las protestas contra las medidas sanitarias por la pandemia en el mundo. https://t.co/tQMNqWvPm3… https://t.co/C1er8VPb9P,2021-11-21 19:43:28+00:00,SomosAnon,,TweetDeck
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:43:48+00:00,BooksYarnLogic,Ldn Township Treaty T6 (1796),Twitter Web App
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:43:55+00:00,Taymelia,Canada,Twitter for iPhone
"RT @MAhealthforkids: Wow. I’m often tweeting #AskYourPediatrician, but here’s the current “top pediatrician” @AAPPres answering common #Cov…",2021-11-21 19:44:01+00:00,drcarolea,,Twitter Web App
Se endurecen las protestas contra las medidas sanitarias por la pandemia en el mundo. https://t.co/nHSTNdPEW2… https://t.co/knknPmAgyY,2021-11-21 19:44:08+00:00,VoxPopuliMx,,TweetDeck
Se endurecen las protestas contra las medidas sanitarias por la pandemia en el mundo. https://t.co/nYn543Qh34… https://t.co/7d256gyg3g,2021-11-21 19:44:15+00:00,anonopshispano,Global,TweetDeck
RT @anonopshispano: Se endurecen las protestas contra las medidas sanitarias por la pandemia en el mundo. https://t.co/nYn543Qh34 #GlobalAw…,2021-11-21 19:44:32+00:00,pochologonz44,"Iztapalapa, Distrito Federal",Twitter for Android
RT @anonopshispano: Se endurecen las protestas contra las medidas sanitarias por la pandemia en el mundo. https://t.co/nYn543Qh34 #GlobalAw…,2021-11-21 19:44:35+00:00,Hackdeepwep1,,Twitter for Android
RT @AntonyRobart: Whatever one’s perspective is- an insightful thread to read straight from the recommendations from our country’s vaccine…,2021-11-21 19:45:04+00:00,RhondaCwynar,Regina Saskatchewan,Twitter for Android
#COVID19 #Covid #coronavirus #Corona #Covid_19 #CovidVaccine,2021-11-21 19:45:47+00:00,SarxTruth1,United States,Twitter for iPhone
@DonnellyStephen @MichealMartinTD @WHO Can we stop playing politics with vaccines and get this approved?… https://t.co/79XjsWKELj,2021-11-21 19:45:54+00:00,fryercharlie,"Dublin, Ireland",Twitter for Android
"RT @CSursum: @TataSuzanne0 @CNEWS @ivanrioufol #veritas #Veritasarmy ✊
#perronne
#CovidVaccine 🤬 #COVID19France 
#VeranDemission #VeranEnPr…",2021-11-21 19:47:02+00:00,GrobisR,,Twitter for iPad
"@CDCgov quietly announced
#Myocarditis after
#CovidVaccine #VaccineSideEffects https://t.co/dx60LhhHPk… https://t.co/uB5mRW35iM",2021-11-21 19:47:13+00:00,CoachTenney,"Southeastern, USA",Twitter for Android
Booked my third vaccine 💉💪🏻 #CovidVaccine #GetVaccinatedNow,2021-11-21 19:47:30+00:00,Garymazing,wonderland,Twitter for iPhone
@ABC7Chicago #CovidVaccine Ex Jew Nathanael kapner exposes FRAUD POISON VACCINE that was unleashed by Zionists at B… https://t.co/XLE2H9dViX,2021-11-21 19:47:39+00:00,ironguardwolf,Northshore Illinois,Twitter Web App
RT @anonopshispano: Se endurecen las protestas contra las medidas sanitarias por la pandemia en el mundo. https://t.co/nYn543Qh34 #GlobalAw…,2021-11-21 19:47:50+00:00,trigorosa,Chile,Twitter for Android
"RT @WinnieBrinks: The FDA has authorized Moderna and Pfizer boosters for all adults, and the CDC recommends it. 

For those that still need…",2021-11-21 19:47:59+00:00,CharlevoixDems,Charlevoix Michigan ,Twitter for iPad
"@CDCgov quietly announced
#Myocarditis after
#CovidVaccine #VaccineSideEffects 
https://t.co/68gaV4nMmq",2021-11-21 19:48:13+00:00,CoachTenney,"Southeastern, USA",Twitter for Android
RT @GaelleMogli: GLOBAL #vaccine ROLLOUT: The countries in red have more than 50% vaccination coverage. Easy to see #Africa is being left o…,2021-11-21 19:48:34+00:00,ABriphin,Kampala..muyenga,Twitter for iPhone
@FOXLA #CovidVaccine Ex Jew who converted to christianity Exposes Fraud Poisonous Vax. Media please report on this. https://t.co/fTQBe8qrM1,2021-11-21 19:48:58+00:00,ironguardwolf,Northshore Illinois,Twitter Web App
RT @susananderton5: #CovidVaccine #CovidVaccine #vaccine https://t.co/03cjXWh2MU,2021-11-21 19:49:01+00:00,emmdw4,,Twitter for iPhone
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:50:00+00:00,LauraleeDukesh1,Vancouver Island,Twitter for iPhone
"RT @DurhamHealthNC: How do Durham's kids feel about #COVID19 vaccines? We asked, and your kids answered! Check out their answers &amp; pictures…",2021-11-21 19:50:15+00:00,DurhamHealthNC,"Durham, NC",Twitter for iPhone
"RT @DurhamHealthNC: How do Durham's kids feel about #COVID19 vaccines? We asked, and your kids answered! Check out their answers &amp; pictures…",2021-11-21 19:50:16+00:00,viralvideovlogs,കേരളം,Naattuvartha
#CoronavirusUpdates #vaccine #VaccineSideEffects #VaccinesWork #COVID19 #CovidVaccine https://t.co/7pU5Vtowrl,2021-11-21 19:52:12+00:00,jackmeo02698320,,Twitter for iPad
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:52:40+00:00,MomLady4,,Twitter for iPhone
"RT @SAHealth: On Monday 22 November a number of COVID-19 vaccination clinics across SA will extend their hours. 

Appointments are availabl…",2021-11-21 19:53:26+00:00,Sandypinkerton2,,Twitter for Android
"COVID studies: Vaccines NOT linked to menstrual changes. OK to get COVID vaccine &amp; flu shots together. 💉

#COVID19… https://t.co/rNTTbXAg3z",2021-11-21 19:56:00+00:00,CaraSantaMaria,Los Angeles,TweetDeck
RT @susananderton5: #CovidVaccine #CovidVaccine #vaccine https://t.co/03cjXWh2MU,2021-11-21 19:56:11+00:00,urbeinglied2,"Chicago, IL",Twitter for iPhone
"RT @okeanaye: With the activation of 200+ vaccination sites which include all public hospitals, private facilities, churches, universities,…",2021-11-21 19:56:27+00:00,Ekiti2theworld,,Twitter for Android
"RT @CaraSantaMaria: COVID studies: Vaccines NOT linked to menstrual changes. OK to get COVID vaccine &amp; flu shots together. 💉

#COVID19 #COV…",2021-11-21 19:58:30+00:00,iancundell,Olney,Twitter Web App
"#GOP is misinformed. Because everyone is not exposed to same amount of #COVID19 virus, natural #Immunity response i… https://t.co/4TZCQRXKSC",2021-11-21 19:59:20+00:00,DrChandraMittal,"Houston, Texas, USA",Twitter Web App
"RT @DrJohnB2: A 19-year-old man
- 1 day after getting the 2nd dose of the #Covidvaccine (Pfizer-BioNTech): influenza-like illness with head…",2021-11-21 19:59:28+00:00,NldTmv,,Twitter for Android
"My kids doctor doesn't vaccinate disabled children, so I'm hoping for a disability friendly location for my childre… https://t.co/2zrPUeI8N9",2021-11-21 19:59:29+00:00,Parent_ONT,,Twitter for Android
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 19:59:30+00:00,choose_fabulous,Muskoka,Twitter for Android
RT @AntonyRobart: Whatever one’s perspective is- an insightful thread to read straight from the recommendations from our country’s vaccine…,2021-11-21 19:59:35+00:00,SeaVanessa,"Portugal Cove-St. Philip's, NL",Twitter for Android
"We love volunteering with Dr. Messam and her team at Every Child Counts!! What a great day!
#EveryChildCounts… https://t.co/UFr0FpjAVb",2021-11-21 20:00:05+00:00,HCSdv,"Media, PA",Hootsuite Inc.
"""The Pfizer and Moderna COVID vaccines are the first vaccines to be activated by mRNA. These vaccines build on the… https://t.co/Jy6AIU3nVt",2021-11-21 20:00:07+00:00,light_army888,canada,Twitter for Android
"Potentiel corona skandale! 😷
Svenske læger anbefaler at sætte Pfizer coneoa vax på pause. Tilsyneladende er der ble… https://t.co/DZLbnoEfAs",2021-11-21 20:00:45+00:00,AnetteThaulow,Copenhagen - DK,Twitter for Android
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 20:00:47+00:00,sens2win,Ontario,Twitter for iPhone
RT @gothgrem: Great day out yesterday for Glasgow protest. #COVID19 #CovidVaccine #covidpassport #NoVaccinePassportsAnywhere #NicolaSturgeo…,2021-11-21 20:00:59+00:00,GobbyChickk,West Coast 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🌍,Twitter for Android
For once the Twitter warning is right. Pfizer are misleading people about the #CovidVaccine. FDA too. There's a rea… https://t.co/71w2SLDezO,2021-11-21 20:02:09+00:00,MiggyMackAttack,Johannesburg,Twitter for Android
RT @MaSCSS10: 👍👍👍👌✌👍👍👍,2021-11-21 20:02:21+00:00,OeBritt,"Sachsen, Deutschland",Twitter for Android
"RT @jayoung1892: MILLIONS of new jobs, the rolllout of a #CovidVaccine to combat a #GlobalPandemic once and for all, troops FINALLY out of…",2021-11-21 20:02:55+00:00,JoannIsNotABot,,Twitter for iPhone
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 20:03:24+00:00,MaggieM00021130,,Twitter Web App
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 20:03:39+00:00,tlsaloranta,"Apple Hill, Ontario",Twitter Web App
"126 CVS locations show #CovidVaccine slots in VA:
Abingdon
Alexandria
Altavista
Amherst
Annandale
Appomattox
Arling… https://t.co/JdiWRwuyTf",2021-11-21 20:04:34+00:00,FinderVaccine,,Covid Vaccine Finder
"107 CVS locations show #CovidVaccine slots in MD:
Aberdeen
Abingdon
Annapolis
Arnold
Ashton
Baltimore
Bel Air
Belts… https://t.co/GUcaTKsAXJ",2021-11-21 20:04:36+00:00,MdVaccine,,CVS Maryland Vaccine Finder
"28 CVS locations show #CovidVaccine slots in HI:
Aiea
Eleele
Ewa Beach
Haleiwa
Hauula
Hilo
Honolulu
Kahului
Kailua… https://t.co/o4ZcTIAWL0",2021-11-21 20:04:38+00:00,FinderHi,,Covid Vaccine Finder for HI
"RT @DrJohnB2: A 19-year-old man
- 1 day after getting the 2nd dose of the #Covidvaccine (Pfizer-BioNTech): influenza-like illness with head…",2021-11-21 20:05:00+00:00,vrijejournalist,,Twitter for Android
@neilparekh @DrSujanaENT @marinakurian @ShesOnCall @lipiroy @sree @biggreenpen @SpinItSocial @Sunny_Slaughter… https://t.co/YI4QlDCxQn,2021-11-21 20:05:42+00:00,ReneeEdel,New York City,Twitter for iPhone
"The great salesman came out to advertise his merchandise to boost sales ...
#Covid_19 #Corona #CovidVaccine… https://t.co/7pNzQrrt9Z",2021-11-21 20:05:57+00:00,researchmetax,,Twitter for iPad
"RT @schmidt_doc: After a week of arguing on social media with Anti-vaxxers and learning their arguments, this is how I think they’d run a h…",2021-11-21 20:05:59+00:00,ptswithpower,,Twitter for Android
RT @susananderton5: #CovidVaccine #CovidVaccine #vaccine https://t.co/03cjXWh2MU,2021-11-21 20:07:32+00:00,miyagiiii,,Twitter for Android
"RT @rogue_male1: What price sterility and long-term cardio problems? Yet again, the NHS demonstrates itself to be a Death Cult,with its whi…",2021-11-21 20:07:33+00:00,BmsMatrix,United Kingdom,Twitter for Android
"ας ξεκινήσουμε από τα βασικά #CovidVaccine 
https://t.co/zV6t8SNaRv",2021-11-21 20:08:04+00:00,Marie_Dem1,Ελλάς,Twitter Web App
"RT @CaraSantaMaria: COVID studies: Vaccines NOT linked to menstrual changes. OK to get COVID vaccine &amp; flu shots together. 💉

#COVID19 #COV…",2021-11-21 20:08:16+00:00,stevevmd,,Twitter for iPhone
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 20:08:17+00:00,cmdott,,Twitter for iPhone
RT @nilikm: One more time for @fordnation and those at the back: OUR PATIENTS WANT THEIR KIDS TO GET #CovidVaccine FROM THEIR PRIMARY CARE…,2021-11-21 20:08:19+00:00,BuxomDiva,"Toronto, Ontario, Canada",Twitter Web App
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 20:08:50+00:00,Nancy_082431804,South Africa,Twitter for Android
"RT @CAMHnews: On Tuesday November 23, @camhEdu is hosting a panel on COVID-19 vaccines for children, sharing facts &amp; information for parent…",2021-11-21 20:09:37+00:00,MohawkGardensPS,"Burlington, Ontario",Twitter Web App
"RT @PartyOfAction: Germany | Head of Clinic, Commits Suicide “COVID-19 Vaccine Is a Genocide happening from the COVID-19 Vaccine. #genocide…",2021-11-21 20:09:45+00:00,SvetlanaMijin,,Twitter for iPhone
"ας ξεκινήσουμε από τα βασικά 
#CovidVaccine 
#Εμβολιο 
https://t.co/FsfHHEMp0d",2021-11-21 20:09:50+00:00,Marie_Dem1,Ελλάς,Twitter Web App
My kid has extreme needle anxiety and I would prefer for our family doctor to vaccinate her. But if there is a majo… https://t.co/oKkFW6cm0u,2021-11-21 20:09:56+00:00,ArielTroster,"ÜT: 45.430242,-75.688281",Twitter for iPhone
"RT @jayoung1892: MILLIONS of new jobs, the rolllout of a #CovidVaccine to combat a #GlobalPandemic once and for all, troops FINALLY out of…",2021-11-21 20:10:10+00:00,JohnnyF57952763,,Twitter Web App
RT @AAHealth: FREE #COVID19 Vaccine Clinics for ages 5-11! First Dose. Visit https://t.co/1MNdJIyW8o. Appointments preferred. WALK-INS ARE…,2021-11-21 20:11:04+00:00,AAHealth,"Anne Arundel County, Maryland",Twitter Web App
"RT @SebastienneL: AUSTRIA: Shock decision by Austrian government to impose lockdown upon non-vaccinated people.
#CovidVaccine #COVID19 #COV…",2021-11-21 20:11:51+00:00,SebastienneL,"Gard, Occitanie, SE France",Twitter for Android
RT @AAHealth: FREE #COVID19 Vaccine Clinics for ages 5-11! First Dose. Visit https://t.co/1MNdJIyW8o. Appointments preferred. WALK-INS ARE…,2021-11-21 20:12:07+00:00,maryfedhill,"Baltimore, MD",Twitter for iPhone
RT @GaelleMogli: GLOBAL #vaccine ROLLOUT: The countries in red have more than 50% vaccination coverage. Easy to see #Africa is being left o…,2021-11-21 20:13:20+00:00,IKiyuba,"Kampala, Uganda",Twitter for Android
