,sentiment,city,country,region,Unnamed: 0
6035,negative,Jeddha,Saudi Arabia,Gulf,6035.0
6036,neutral,Salt,Saudi Arabia,Gulf,6036.0
6037,neutral,Salt,Jordan,Levant,6037.0
6038,negative,Riyadh,Saudi Arabia,Gulf,6038.0
6039,negative,Riyadh,Saudi Arabia,Gulf,6039.0
6040,neutral,Jeddha,Saudi Arabia,Gulf,6040.0
6041,negative,Riyadh,Saudi Arabia,Gulf,6041.0
6042,neutral,Riyadh,Saudi Arabia,Gulf,6042.0
6043,neutral,Riyadh,Saudi Arabia,Gulf,6043.0
6044,negative,Salt,Jordan,Levant,6044.0
6045,negative,Salt,Jordan,Levant,6045.0
6046,negative,Salt,Jordan,Levant,6046.0
6047,negative,Riyadh,Saudi Arabia,Gulf,6047.0
6048,neutral,Riyadh,Saudi Arabia,Gulf,6048.0
6049,negative,Salt,Jordan,Levant,6049.0
6050,neutral,Jeddha,Saudi Arabia,Gulf,6050.0
6051,neutral,Riyadh,Saudi Arabia,Gulf,6051.0
6052,neutral,Riyadh,Saudi Arabia,Gulf,6052.0
6053,neutral,Riyadh,Saudi Arabia,Gulf,6053.0
6054,neutral,Riyadh,Saudi Arabia,Gulf,6054.0
6055,neutral,Riyadh,Saudi Arabia,Gulf,6055.0
6056,neutral,Khartoum,Sudan,Nile Basin,6056.0
6057,neutral,Riyadh,Saudi Arabia,Gulf,6057.0
6058,negative,Riyadh,Saudi Arabia,Gulf,6058.0
6059,negative,Khartoum,Sudan,Nile Basin,6059.0
6060,neutral,Riyadh,Saudi Arabia,Gulf,6060.0
6061,negative,Salt,Jordan,Levant,6061.0
6062,neutral,Riyadh,Saudi Arabia,Gulf,6062.0
6063,neutral,Riyadh,Saudi Arabia,Gulf,6063.0
6064,negative,Riyadh,Saudi Arabia,Gulf,6064.0
6065,neutral,Riyadh,Saudi Arabia,Gulf,6065.0
6066,negative,Riyadh,Saudi Arabia,Gulf,6066.0
6067,neutral,Riyadh,Saudi Arabia,Gulf,6067.0
6068,neutral,Riyadh,Saudi Arabia,Gulf,6068.0
6069,neutral,Riyadh,Saudi Arabia,Gulf,6069.0
6070,negative,Riyadh,Saudi Arabia,Gulf,6070.0
6071,negative,Riyadh,Saudi Arabia,Gulf,6071.0
6072,neutral,Riyadh,Saudi Arabia,Gulf,6072.0
6073,negative,Riyadh,Saudi Arabia,Gulf,6073.0
6074,neutral,Riyadh,Saudi Arabia,Gulf,6074.0
6075,neutral,Riyadh,Saudi Arabia,Gulf,6075.0
6076,negative,Salt,Jordan,Levant,6076.0
6077,neutral,Riyadh,Saudi Arabia,Gulf,6077.0
6078,neutral,Riyadh,Saudi Arabia,Gulf,6078.0
6079,neutral,Salt,Saudi Arabia,Gulf,6079.0
6080,neutral,Riyadh,Saudi Arabia,Gulf,6080.0
6081,neutral,Riyadh,Saudi Arabia,Gulf,6081.0
6082,neutral,Riyadh,Saudi Arabia,Gulf,6082.0
6083,neutral,Aleppo,Syria,Levant,6083.0
6084,neutral,Riyadh,Saudi Arabia,Gulf,6084.0
6085,neutral,Riyadh,Saudi Arabia,Gulf,6085.0
6086,positive,Riyadh,Saudi Arabia,Gulf,6086.0
6087,neutral,Riyadh,Saudi Arabia,Gulf,6087.0
6088,negative,Riyadh,Saudi Arabia,Gulf,6088.0
6089,neutral,Riyadh,Saudi Arabia,Gulf,6089.0
6090,neutral,Salt,Jordan,Levant,6090.0
6091,negative,Riyadh,Saudi Arabia,Gulf,6091.0
6092,neutral,Riyadh,Saudi Arabia,Gulf,6092.0
6093,neutral,Riyadh,Saudi Arabia,Gulf,6093.0
6094,neutral,Riyadh,Saudi Arabia,Gulf,6094.0
6095,neutral,Jeddha,Saudi Arabia,Gulf,6095.0
6096,neutral,Riyadh,Saudi Arabia,Gulf,6096.0
6097,negative,Riyadh,Saudi Arabia,Gulf,6097.0
6098,neutral,Aleppo,Syria,Levant,6098.0
6099,neutral,Riyadh,Saudi Arabia,Gulf,6099.0
6100,neutral,Jeddha,Saudi Arabia,Gulf,6100.0
6101,positive,Riyadh,Saudi Arabia,Gulf,6101.0
6102,negative,Riyadh,Saudi Arabia,Gulf,6102.0
6103,neutral,Riyadh,Saudi Arabia,Gulf,6103.0
6104,neutral,Jeddha,Saudi Arabia,Gulf,6104.0
6105,neutral,Riyadh,Saudi Arabia,Gulf,6105.0
6106,neutral,Riyadh,Saudi Arabia,Gulf,6106.0
6107,neutral,Riyadh,Saudi Arabia,Gulf,6107.0
6108,negative,Riyadh,Saudi Arabia,Gulf,6108.0
6109,neutral,Riyadh,Saudi Arabia,Gulf,6109.0
6110,positive,Riyadh,Saudi Arabia,Gulf,6110.0
6111,neutral,Riyadh,Saudi Arabia,Gulf,6111.0
6112,neutral,Riyadh,Saudi Arabia,Gulf,6112.0
6113,neutral,Salt,Jordan,Levant,6113.0
6114,negative,Riyadh,Saudi Arabia,Gulf,6114.0
6115,negative,Riyadh,Saudi Arabia,Gulf,6115.0
6116,negative,Riyadh,Saudi Arabia,Gulf,6116.0
6117,negative,Riyadh,Saudi Arabia,Gulf,6117.0
6118,neutral,Riyadh,Saudi Arabia,Gulf,6118.0
6119,negative,Riyadh,Saudi Arabia,Gulf,6119.0
6120,neutral,Riyadh,Saudi Arabia,Gulf,6120.0
6121,negative,Salt,Jordan,Levant,6121.0
6122,neutral,Salt,Jordan,Levant,6122.0
6123,positive,Riyadh,Saudi Arabia,Gulf,6123.0
6124,negative,Jeddha,Saudi Arabia,Gulf,6124.0
6125,negative,Riyadh,Saudi Arabia,Gulf,6125.0
6126,neutral,Riyadh,Saudi Arabia,Gulf,6126.0
6127,negative,Jeddha,Saudi Arabia,Gulf,6127.0
6128,neutral,Riyadh,Saudi Arabia,Gulf,6128.0
6129,neutral,Riyadh,Saudi Arabia,Gulf,6129.0
6130,positive,Aleppo,Syria,Levant,6130.0
6131,negative,Riyadh,Saudi Arabia,Gulf,6131.0
6132,negative,Riyadh,Saudi Arabia,Gulf,6132.0
6133,negative,Riyadh,Saudi Arabia,Gulf,6133.0
6134,negative,Salt,Jordan,Levant,6134.0
6135,neutral,Riyadh,Saudi Arabia,Gulf,6135.0
6136,negative,Riyadh,Saudi Arabia,Gulf,6136.0
6137,neutral,Aleppo,Syria,Levant,6137.0
6138,negative,Salt,Jordan,Levant,6138.0
6139,negative,Riyadh,Saudi Arabia,Gulf,6139.0
6140,negative,Riyadh,Saudi Arabia,Gulf,6140.0
6141,negative,Riyadh,Saudi Arabia,Gulf,6141.0
6142,negative,Riyadh,Saudi Arabia,Gulf,6142.0
6143,negative,Riyadh,Saudi Arabia,Gulf,6143.0
6144,neutral,Riyadh,Saudi Arabia,Gulf,6144.0
6145,negative,Riyadh,Saudi Arabia,Gulf,6145.0
6146,negative,Riyadh,Saudi Arabia,Gulf,6146.0
6147,negative,Riyadh,Saudi Arabia,Gulf,6147.0
6148,neutral,Riyadh,Saudi Arabia,Gulf,6148.0
6149,neutral,Riyadh,Saudi Arabia,Gulf,6149.0
6150,neutral,Riyadh,Saudi Arabia,Gulf,6150.0
6151,negative,Salt,Jordan,Levant,6151.0
6152,negative,Riyadh,Saudi Arabia,Gulf,6152.0
6153,neutral,Salt,Jordan,Levant,6153.0
6154,neutral,Salt,Jordan,Levant,6154.0
6155,neutral,Jeddha,Saudi Arabia,Gulf,6155.0
6156,neutral,Salt,Jordan,Levant,6156.0
6157,neutral,Jeddha,Saudi Arabia,Gulf,6157.0
6158,neutral,Riyadh,Saudi Arabia,Gulf,6158.0
6159,neutral,Salt,Jordan,Levant,6159.0
6160,neutral,Riyadh,Saudi Arabia,Gulf,6160.0
6161,negative,Riyadh,Saudi Arabia,Gulf,6161.0
6162,negative,Riyadh,Saudi Arabia,Gulf,6162.0
6163,neutral,Riyadh,Saudi Arabia,Gulf,6163.0
6164,negative,Riyadh,Saudi Arabia,Gulf,6164.0
6165,negative,Riyadh,Saudi Arabia,Gulf,6165.0
6166,neutral,Riyadh,Saudi Arabia,Gulf,6166.0
6167,negative,Aleppo,Syria,Levant,6167.0
6168,negative,Riyadh,Saudi Arabia,Gulf,6168.0
6169,negative,Riyadh,Saudi Arabia,Gulf,6169.0
6170,negative,Salt,Jordan,Levant,6170.0
6171,neutral,Riyadh,Saudi Arabia,Gulf,6171.0
6172,neutral,Riyadh,Saudi Arabia,Gulf,6172.0
6173,neutral,Jeddha,Saudi Arabia,Gulf,6173.0
6174,negative,Riyadh,Saudi Arabia,Gulf,6174.0
6175,neutral,Salt,Jordan,Levant,6175.0
6176,neutral,Salt,Jordan,Levant,6176.0
6177,negative,Riyadh,Saudi Arabia,Gulf,6177.0
6178,neutral,Riyadh,Saudi Arabia,Gulf,6178.0
6179,positive,Riyadh,Saudi Arabia,Gulf,6179.0
6180,negative,Riyadh,Saudi Arabia,Gulf,6180.0
6181,neutral,Riyadh,Saudi Arabia,Gulf,6181.0
6182,negative,Riyadh,Saudi Arabia,Gulf,6182.0
6183,neutral,Salt,Jordan,Levant,6183.0
6184,neutral,Jeddha,Saudi Arabia,Gulf,6184.0
6185,neutral,Riyadh,Saudi Arabia,Gulf,6185.0
6186,neutral,Riyadh,Saudi Arabia,Gulf,6186.0
6187,neutral,Riyadh,Saudi Arabia,Gulf,6187.0
6188,neutral,Riyadh,Saudi Arabia,Gulf,6188.0
6189,neutral,Riyadh,Saudi Arabia,Gulf,6189.0
6190,positive,Riyadh,Saudi Arabia,Gulf,6190.0
6191,neutral,Riyadh,Saudi Arabia,Gulf,6191.0
6192,negative,Salt,Jordan,Levant,6192.0
6193,negative,Riyadh,Saudi Arabia,Gulf,6193.0
6194,neutral,Riyadh,Saudi Arabia,Gulf,6194.0
6195,neutral,Riyadh,Saudi Arabia,Gulf,6195.0
6196,negative,Salt,Jordan,Levant,6196.0
6197,negative,Riyadh,Saudi Arabia,Gulf,6197.0
6198,negative,Riyadh,Saudi Arabia,Gulf,6198.0
6199,negative,Riyadh,Saudi Arabia,Gulf,6199.0
6200,neutral,Riyadh,Saudi Arabia,Gulf,6200.0
6201,neutral,Riyadh,Saudi Arabia,Gulf,6201.0
6202,neutral,Riyadh,Saudi Arabia,Gulf,6202.0
6203,negative,Riyadh,Saudi Arabia,Gulf,6203.0
6204,negative,Riyadh,Saudi Arabia,Gulf,6204.0
6205,negative,Riyadh,Saudi Arabia,Gulf,6205.0
6206,negative,Riyadh,Saudi Arabia,Gulf,6206.0
6207,neutral,Riyadh,Saudi Arabia,Gulf,6207.0
6208,neutral,Riyadh,Saudi Arabia,Gulf,6208.0
6209,negative,Riyadh,Saudi Arabia,Gulf,6209.0
6210,neutral,Riyadh,Saudi Arabia,Gulf,6210.0
6211,neutral,Riyadh,Saudi Arabia,Gulf,6211.0
6212,neutral,Jeddha,Saudi Arabia,Gulf,6212.0
6213,neutral,Riyadh,Saudi Arabia,Gulf,6213.0
6214,negative,Riyadh,Saudi Arabia,Gulf,6214.0
6215,negative,Riyadh,Saudi Arabia,Gulf,6215.0
6216,negative,Riyadh,Saudi Arabia,Gulf,6216.0
6217,negative,Riyadh,Saudi Arabia,Gulf,6217.0
6218,neutral,Aleppo,Syria,Levant,6218.0
6219,neutral,Jeddha,Saudi Arabia,Gulf,6219.0
6220,neutral,Riyadh,Saudi Arabia,Gulf,6220.0
6221,neutral,Jeddha,Saudi Arabia,Gulf,6221.0
6222,neutral,Riyadh,Saudi Arabia,Gulf,6222.0
6223,negative,Riyadh,Saudi Arabia,Gulf,6223.0
6224,neutral,Riyadh,Saudi Arabia,Gulf,6224.0
6225,negative,Riyadh,Saudi Arabia,Gulf,6225.0
6226,negative,Jeddha,Saudi Arabia,Gulf,6226.0
6227,negative,Riyadh,Saudi Arabia,Gulf,6227.0
6228,negative,Riyadh,Saudi Arabia,Gulf,6228.0
6229,positive,Jeddha,Saudi Arabia,Gulf,6229.0
6230,neutral,Riyadh,Saudi Arabia,Gulf,6230.0
6231,neutral,Riyadh,Saudi Arabia,Gulf,6231.0
6232,neutral,Jeddha,Saudi Arabia,Gulf,6232.0
6233,negative,Riyadh,Saudi Arabia,Gulf,6233.0
6234,neutral,Salt,Saudi Arabia,Gulf,6234.0
6235,negative,Riyadh,Saudi Arabia,Gulf,6235.0
6236,negative,Riyadh,Saudi Arabia,Gulf,6236.0
6237,neutral,Jeddha,Saudi Arabia,Gulf,6237.0
6238,neutral,Riyadh,Saudi Arabia,Gulf,6238.0
6239,neutral,Riyadh,Saudi Arabia,Gulf,6239.0
6240,negative,Salt,Jordan,Levant,6240.0
6241,negative,Riyadh,Saudi Arabia,Gulf,6241.0
6242,negative,Jeddha,Saudi Arabia,Gulf,6242.0
6243,neutral,Jeddha,Saudi Arabia,Gulf,6243.0
6244,neutral,Riyadh,Saudi Arabia,Gulf,6244.0
6245,neutral,Jeddha,Saudi Arabia,Gulf,6245.0
6246,negative,Jeddha,Saudi Arabia,Gulf,6246.0
6247,negative,Riyadh,Saudi Arabia,Gulf,6247.0
6248,neutral,Riyadh,Saudi Arabia,Gulf,6248.0
6249,neutral,Riyadh,Saudi Arabia,Gulf,6249.0
6250,negative,Riyadh,Saudi Arabia,Gulf,6250.0
6251,negative,Riyadh,Saudi Arabia,Gulf,6251.0
6252,negative,Salt,Jordan,Levant,6252.0
6253,negative,Salt,Jordan,Levant,6253.0
6254,neutral,Khartoum,Sudan,Nile Basin,6254.0
6255,negative,Jeddha,Saudi Arabia,Gulf,6255.0
6256,negative,Jeddha,Saudi Arabia,Gulf,6256.0
6257,negative,Riyadh,Saudi Arabia,Gulf,6257.0
6258,neutral,Riyadh,Saudi Arabia,Gulf,6258.0
6259,neutral,Riyadh,Saudi Arabia,Gulf,6259.0
6260,neutral,Jeddha,Saudi Arabia,Gulf,6260.0
6261,neutral,Jeddha,Saudi Arabia,Gulf,6261.0
6262,neutral,Salt,Jordan,Levant,6262.0
6263,neutral,Aleppo,Syria,Levant,6263.0
6264,neutral,Jeddha,Saudi Arabia,Gulf,6264.0
6265,positive,Riyadh,Saudi Arabia,Gulf,6265.0
6266,neutral,Jeddha,Saudi Arabia,Gulf,6266.0
6267,neutral,Riyadh,Saudi Arabia,Gulf,6267.0
6268,negative,Riyadh,Saudi Arabia,Gulf,6268.0
6269,neutral,Jeddha,Saudi Arabia,Levant,6269.0
6270,neutral,Jeddha,Saudi Arabia,Gulf,6270.0
6271,negative,Riyadh,Saudi Arabia,Gulf,6271.0
6272,neutral,Salt,Jordan,Levant,6272.0
6273,negative,Aleppo,Syria,Levant,6273.0
6274,neutral,Riyadh,Saudi Arabia,Gulf,6274.0
6275,neutral,Riyadh,Saudi Arabia,Gulf,6275.0
6276,positive,Riyadh,Saudi Arabia,Gulf,6276.0
6277,negative,Salt,Jordan,Levant,6277.0
6278,negative,Riyadh,Saudi Arabia,Gulf,6278.0
6279,negative,Riyadh,Saudi Arabia,Gulf,6279.0
6280,negative,Riyadh,Saudi Arabia,Gulf,6280.0
6281,neutral,Riyadh,Saudi Arabia,Gulf,6281.0
6282,negative,Riyadh,Saudi Arabia,Gulf,6282.0
6283,negative,Riyadh,Saudi Arabia,Gulf,6283.0
6284,neutral,Riyadh,Saudi Arabia,Gulf,6284.0
6285,negative,Riyadh,Saudi Arabia,Gulf,6285.0
6286,neutral,Jeddha,Saudi Arabia,Gulf,6286.0
6287,negative,Riyadh,Saudi Arabia,Gulf,6287.0
6288,negative,Salt,Jordan,Levant,6288.0
6289,neutral,Riyadh,Saudi Arabia,Gulf,6289.0
6290,neutral,Riyadh,Saudi Arabia,Gulf,6290.0
6291,neutral,Riyadh,Saudi Arabia,Gulf,6291.0
6292,negative,Khartoum,Sudan,Nile Basin,6292.0
6293,neutral,Aleppo,Syria,Levant,6293.0
6294,negative,Riyadh,Saudi Arabia,Gulf,6294.0
6295,negative,Riyadh,Saudi Arabia,Gulf,6295.0
6296,negative,Riyadh,Saudi Arabia,Gulf,6296.0
6297,neutral,Khartoum,Sudan,Nile Basin,6297.0
6298,neutral,Riyadh,Saudi Arabia,Gulf,6298.0
6299,neutral,Jeddha,Saudi Arabia,Gulf,6299.0
6300,negative,Riyadh,Saudi Arabia,Gulf,6300.0
6301,negative,Salt,Jordan,Levant,6301.0
6302,negative,Salt,Jordan,Levant,6302.0
6303,negative,Riyadh,Saudi Arabia,Gulf,6303.0
6304,negative,Aleppo,Syria,Levant,6304.0
6305,negative,Riyadh,Saudi Arabia,Gulf,6305.0
6306,negative,Riyadh,Saudi Arabia,Gulf,6306.0
6307,neutral,Riyadh,Saudi Arabia,Gulf,6307.0
6308,neutral,Riyadh,Saudi Arabia,Gulf,6308.0
6309,neutral,Riyadh,Saudi Arabia,Gulf,6309.0
6310,negative,Salt,Jordan,Levant,6310.0
6311,negative,Riyadh,Saudi Arabia,Gulf,6311.0
6312,negative,Riyadh,Saudi Arabia,Gulf,6312.0
6313,neutral,Jeddha,Saudi Arabia,Levant,6313.0
6314,neutral,Riyadh,Saudi Arabia,Gulf,6314.0
6315,positive,Jeddha,Saudi Arabia,Gulf,6315.0
6316,positive,Riyadh,Saudi Arabia,Gulf,6316.0
6317,neutral,Riyadh,Saudi Arabia,Gulf,6317.0
6318,neutral,Salt,Jordan,Levant,6318.0
6319,negative,Riyadh,Saudi Arabia,Gulf,6319.0
6320,neutral,Riyadh,Saudi Arabia,Gulf,6320.0
6321,neutral,Riyadh,Saudi Arabia,Gulf,6321.0
6322,negative,Riyadh,Saudi Arabia,Gulf,6322.0
6323,negative,Riyadh,Saudi Arabia,Gulf,6323.0
6324,negative,Riyadh,Saudi Arabia,Gulf,6324.0
6325,neutral,Riyadh,Saudi Arabia,Gulf,6325.0
6326,positive,Riyadh,Saudi Arabia,Gulf,6326.0
6327,neutral,Riyadh,Saudi Arabia,Gulf,6327.0
6328,neutral,Riyadh,Saudi Arabia,Gulf,6328.0
6329,neutral,Jeddha,Saudi Arabia,Gulf,6329.0
6330,neutral,Riyadh,Saudi Arabia,Gulf,6330.0
6331,neutral,Salt,Jordan,Levant,6331.0
6332,neutral,Jeddha,Saudi Arabia,Gulf,6332.0
6333,negative,Riyadh,Saudi Arabia,Gulf,6333.0
6334,negative,Riyadh,Saudi Arabia,Gulf,6334.0
6335,neutral,Riyadh,Saudi Arabia,Gulf,6335.0
6336,negative,Riyadh,Saudi Arabia,Gulf,6336.0
6337,negative,Amman,Syria,Levant,6337.0
6338,negative,Riyadh,Saudi Arabia,Gulf,6338.0
6339,neutral,Riyadh,Saudi Arabia,Gulf,6339.0
6340,neutral,Riyadh,Saudi Arabia,Gulf,6340.0
6341,neutral,Riyadh,Saudi Arabia,Gulf,6341.0
6342,neutral,Riyadh,Saudi Arabia,Gulf,6342.0
6343,negative,Jeddha,Saudi Arabia,Gulf,6343.0
6344,negative,Khartoum,Sudan,Nile Basin,6344.0
6345,negative,Riyadh,Saudi Arabia,Gulf,6345.0
6346,neutral,Riyadh,Saudi Arabia,Gulf,6346.0
6347,neutral,Riyadh,Saudi Arabia,Gulf,6347.0
6348,neutral,Riyadh,Saudi Arabia,Gulf,6348.0
6349,negative,Riyadh,Saudi Arabia,Gulf,6349.0
6350,negative,Riyadh,Saudi Arabia,Gulf,6350.0
6351,negative,Riyadh,Saudi Arabia,Gulf,6351.0
6352,neutral,Riyadh,Saudi Arabia,Gulf,6352.0
6353,neutral,Jeddha,Saudi Arabia,Gulf,6353.0
6354,negative,Riyadh,Saudi Arabia,Gulf,6354.0
6355,neutral,Riyadh,Saudi Arabia,Gulf,6355.0
6356,neutral,Aleppo,Syria,Levant,6356.0
6357,negative,Riyadh,Saudi Arabia,Gulf,6357.0
6358,neutral,Rabat,Morocco,Maghreb,6358.0
6359,neutral,Salt,Jordan,Levant,6359.0
6360,negative,Riyadh,Saudi Arabia,Gulf,6360.0
6361,negative,Riyadh,Saudi Arabia,Gulf,6361.0
6362,negative,Riyadh,Saudi Arabia,Gulf,6362.0
6363,negative,Riyadh,Saudi Arabia,Gulf,6363.0
6364,neutral,Aleppo,Syria,Levant,6364.0
6365,neutral,Jeddha,Saudi Arabia,Gulf,6365.0
6366,neutral,Riyadh,Saudi Arabia,Gulf,6366.0
6367,positive,Jeddha,Saudi Arabia,Gulf,6367.0
6368,negative,Riyadh,Saudi Arabia,Gulf,6368.0
6369,negative,Riyadh,Saudi Arabia,Gulf,6369.0
6370,neutral,Salt,Jordan,Levant,6370.0
6371,neutral,Salt,Jordan,Levant,6371.0
6372,negative,Riyadh,Saudi Arabia,Gulf,6372.0
6373,neutral,Jeddha,Saudi Arabia,Gulf,6373.0
6374,neutral,Riyadh,Saudi Arabia,Gulf,6374.0
6375,negative,Riyadh,Saudi Arabia,Gulf,6375.0
6376,neutral,Riyadh,Saudi Arabia,Gulf,6376.0
6377,negative,Riyadh,Saudi Arabia,Gulf,6377.0
6378,neutral,Riyadh,Saudi Arabia,Gulf,6378.0
6379,negative,Riyadh,Saudi Arabia,Gulf,6379.0
6380,negative,Riyadh,Saudi Arabia,Gulf,6380.0
6381,negative,Riyadh,Saudi Arabia,Gulf,6381.0
6382,negative,Salt,Saudi Arabia,Gulf,6382.0
6383,neutral,Riyadh,Saudi Arabia,Gulf,6383.0
6384,negative,Riyadh,Saudi Arabia,Gulf,6384.0
6385,negative,Riyadh,Saudi Arabia,Gulf,6385.0
6386,neutral,Riyadh,Saudi Arabia,Gulf,6386.0
6387,neutral,Riyadh,Saudi Arabia,Gulf,6387.0
6388,negative,Riyadh,Saudi Arabia,Gulf,6388.0
6389,neutral,Riyadh,Saudi Arabia,Gulf,6389.0
6390,neutral,Riyadh,Saudi Arabia,Gulf,6390.0
6391,negative,Riyadh,Saudi Arabia,Gulf,6391.0
6392,negative,Salt,Jordan,Levant,6392.0
6393,negative,Salt,Jordan,Levant,6393.0
6394,negative,Riyadh,Saudi Arabia,Gulf,6394.0
6395,neutral,Riyadh,Saudi Arabia,Gulf,6395.0
6396,neutral,Jeddha,Saudi Arabia,Levant,6396.0
6397,negative,Riyadh,Saudi Arabia,Gulf,6397.0
6398,negative,Salt,Saudi Arabia,Gulf,6398.0
6399,neutral,Riyadh,Saudi Arabia,Gulf,6399.0
6400,neutral,Salt,Jordan,Levant,6400.0
6401,negative,Riyadh,Saudi Arabia,Gulf,6401.0
6402,neutral,Jeddha,Saudi Arabia,Levant,6402.0
6403,neutral,Riyadh,Saudi Arabia,Gulf,6403.0
6404,neutral,Riyadh,Saudi Arabia,Gulf,6404.0
6405,negative,Riyadh,Saudi Arabia,Gulf,6405.0
6406,neutral,Amman,Syria,Levant,6406.0
6407,neutral,Riyadh,Saudi Arabia,Gulf,6407.0
6408,negative,Riyadh,Saudi Arabia,Gulf,6408.0
6409,neutral,Salt,Jordan,Levant,6409.0
6410,neutral,Riyadh,Saudi Arabia,Gulf,6410.0
6411,neutral,Riyadh,Saudi Arabia,Gulf,6411.0
6412,negative,Salt,Jordan,Levant,6412.0
6413,negative,Jeddha,Saudi Arabia,Gulf,6413.0
6414,neutral,Riyadh,Saudi Arabia,Gulf,6414.0
6415,neutral,Riyadh,Saudi Arabia,Gulf,6415.0
6416,neutral,Riyadh,Saudi Arabia,Gulf,6416.0
6417,neutral,Riyadh,Saudi Arabia,Gulf,6417.0
6418,neutral,Riyadh,Saudi Arabia,Gulf,6418.0
6419,neutral,Riyadh,Saudi Arabia,Gulf,6419.0
6420,neutral,Riyadh,Saudi Arabia,Gulf,6420.0
6421,neutral,Riyadh,Saudi Arabia,Gulf,6421.0
6422,neutral,Riyadh,Saudi Arabia,Gulf,6422.0
6423,negative,Riyadh,Saudi Arabia,Gulf,6423.0
6424,neutral,Riyadh,Saudi Arabia,Gulf,6424.0
6425,neutral,Riyadh,Saudi Arabia,Gulf,6425.0
6426,neutral,Riyadh,Saudi Arabia,Gulf,6426.0
6427,neutral,Riyadh,Saudi Arabia,Gulf,6427.0
6428,neutral,Riyadh,Saudi Arabia,Gulf,6428.0
6429,neutral,Riyadh,Saudi Arabia,Gulf,6429.0
6430,neutral,Riyadh,Saudi Arabia,Gulf,6430.0
6431,negative,Riyadh,Saudi Arabia,Gulf,6431.0
6432,neutral,Riyadh,Saudi Arabia,Gulf,6432.0
6433,neutral,Riyadh,Saudi Arabia,Gulf,6433.0
6434,neutral,Riyadh,Saudi Arabia,Gulf,6434.0
6435,neutral,Riyadh,Saudi Arabia,Gulf,6435.0
6436,negative,Salt,Jordan,Levant,6436.0
6437,neutral,Riyadh,Saudi Arabia,Gulf,6437.0
6438,neutral,Salt,Jordan,Levant,6438.0
6439,negative,Riyadh,Saudi Arabia,Gulf,6439.0
6440,neutral,Riyadh,Saudi Arabia,Gulf,6440.0
6441,negative,Riyadh,Saudi Arabia,Gulf,6441.0
6442,positive,Khartoum,Sudan,Nile Basin,6442.0
6443,negative,Riyadh,Saudi Arabia,Gulf,6443.0
6444,negative,Riyadh,Saudi Arabia,Gulf,6444.0
6445,neutral,Riyadh,Saudi Arabia,Gulf,6445.0
6446,negative,Riyadh,Saudi Arabia,Gulf,6446.0
6447,neutral,Riyadh,Saudi Arabia,Gulf,6447.0
6448,neutral,Jeddha,Saudi Arabia,Gulf,6448.0
6449,neutral,Salt,Jordan,Levant,6449.0
6450,neutral,Riyadh,Saudi Arabia,Gulf,6450.0
6451,neutral,Riyadh,Saudi Arabia,Gulf,6451.0
6452,negative,Riyadh,Saudi Arabia,Gulf,6452.0
6453,negative,Riyadh,Saudi Arabia,Gulf,6453.0
6454,neutral,Riyadh,Saudi Arabia,Gulf,6454.0
6455,negative,Riyadh,Saudi Arabia,Gulf,6455.0
6456,negative,Riyadh,Saudi Arabia,Gulf,6456.0
6457,negative,Salt,Jordan,Levant,6457.0
6458,neutral,Riyadh,Saudi Arabia,Gulf,6458.0
6459,neutral,Salt,Jordan,Levant,6459.0
6460,neutral,Riyadh,Saudi Arabia,Gulf,6460.0
6461,neutral,Riyadh,Saudi Arabia,Gulf,6461.0
6462,negative,Aleppo,Syria,Levant,6462.0
6463,neutral,Riyadh,Saudi Arabia,Gulf,6463.0
6464,negative,Riyadh,Saudi Arabia,Gulf,6464.0
6465,neutral,Riyadh,Saudi Arabia,Gulf,6465.0
6466,neutral,Riyadh,Saudi Arabia,Gulf,6466.0
6467,negative,Jeddha,Saudi Arabia,Gulf,6467.0
6468,neutral,Jeddha,Saudi Arabia,Gulf,6468.0
6469,negative,Riyadh,Saudi Arabia,Gulf,6469.0
6470,negative,Riyadh,Saudi Arabia,Gulf,6470.0
6471,negative,Salt,Jordan,Levant,6471.0
6472,neutral,Riyadh,Saudi Arabia,Gulf,6472.0
6473,neutral,Riyadh,Saudi Arabia,Gulf,6473.0
6474,negative,Salt,Jordan,Levant,6474.0
6475,negative,Salt,Jordan,Levant,6475.0
6476,neutral,Jeddha,Saudi Arabia,Levant,6476.0
6477,negative,Salt,Jordan,Levant,6477.0
6478,positive,Aleppo,Syria,Levant,6478.0
6479,negative,Riyadh,Saudi Arabia,Gulf,6479.0
6480,negative,Riyadh,Saudi Arabia,Gulf,6480.0
6481,negative,Riyadh,Saudi Arabia,Gulf,6481.0
6482,neutral,Riyadh,Saudi Arabia,Gulf,6482.0
6483,negative,Riyadh,Saudi Arabia,Gulf,6483.0
6484,negative,Riyadh,Saudi Arabia,Gulf,6484.0
6485,negative,Riyadh,Saudi Arabia,Gulf,6485.0
6486,negative,Salt,Jordan,Levant,6486.0
6487,neutral,Riyadh,Saudi Arabia,Gulf,6487.0
6488,neutral,Jeddha,Saudi Arabia,Gulf,6488.0
6489,neutral,Riyadh,Saudi Arabia,Gulf,6489.0
6490,neutral,Aleppo,Syria,Levant,6490.0
6491,neutral,Riyadh,Saudi Arabia,Gulf,6491.0
6492,negative,Salt,Saudi Arabia,Gulf,6492.0
6493,positive,Salt,Jordan,Levant,6493.0
